(ContinentWeekKey(continent=Europa, weekYear=2020-W04),(0.024193548387096787,0.199342049908198,0.0,2.0))
(ContinentWeekKey(continent=Europa, weekYear=2020-W05),(0.11290322580645157,0.4557224694146418,0.0,3.0))
(ContinentWeekKey(continent=Europa, weekYear=2020-W06),(0.05913978494623659,0.4039420162636954,0.0,5.0))
(ContinentWeekKey(continent=Europa, weekYear=2020-W07),(0.021505376344086023,0.17831316077179574,0.0,2.0))
(ContinentWeekKey(continent=Europa, weekYear=2020-W08),(0.8172043010752693,7.541207565032684,0.0,93.0))
(ContinentWeekKey(continent=Europa, weekYear=2020-W09),(10.317204301075268,51.29779622518313,0.0,566.0))
(ContinentWeekKey(continent=Europa, weekYear=2020-W10),(50.31720430107527,173.21206911415763,0.0,1492.0))
(ContinentWeekKey(continent=Europa, weekYear=2020-W11),(210.90322580645173,628.3071994425297,0.0,5198.0))
(ContinentWeekKey(continent=Europa, weekYear=2020-W12),(552.3333333333335,1188.4683993277724,0.0,6557.0))
(ContinentWeekKey(continent=Europa, weekYear=2020-W13),(1008.4139784946244,1909.331948591478,0.0,9630.0))
(ContinentWeekKey(continent=Europa, weekYear=2020-W14),(1103.7258064516118,1931.3509075369261,0.0,8195.0))
(ContinentWeekKey(continent=Europa, weekYear=2020-W15),(1167.172043010754,2484.1883926951277,0.0,26843.0))
(ContinentWeekKey(continent=Europa, weekYear=2020-W16),(1030.0053763440865,1799.8503507006722,0.0,12471.0))
(ContinentWeekKey(continent=Europa, weekYear=2020-W17),(802.9784946236554,1396.8976107866272,0.0,6361.0))
(ContinentWeekKey(continent=Europa, weekYear=2020-W18),(714.6021505376344,1652.7858830015275,0.0,10633.0))
(ContinentWeekKey(continent=Europa, weekYear=2020-W19),(795.1129032258071,2029.858108062178,0.0,11231.0))
(ContinentWeekKey(continent=Europa, weekYear=2020-W20),(647.9946236559141,1834.7698853614206,0.0,10899.0))
(ContinentWeekKey(continent=Oceania, weekYear=2020-W04),(0.75,1.299038105676658,0.0,3.0))
(ContinentWeekKey(continent=Oceania, weekYear=2020-W05),(0.0,0.0,0.0,0.0))
(ContinentWeekKey(continent=Oceania, weekYear=2020-W06),(0.0,0.0,0.0,0.0))
(ContinentWeekKey(continent=Oceania, weekYear=2020-W07),(0.0,0.0,0.0,0.0))
(ContinentWeekKey(continent=Oceania, weekYear=2020-W08),(0.0,0.0,0.0,0.0))
(ContinentWeekKey(continent=Oceania, weekYear=2020-W09),(0.33333333333333337,0.74535599249993,0.0,2.0))
(ContinentWeekKey(continent=Oceania, weekYear=2020-W10),(5.333333333333333,3.636237371545238,0.0,10.0))
(ContinentWeekKey(continent=Oceania, weekYear=2020-W11),(14.333333333333334,9.392668535736915,0.0,27.0))
(ContinentWeekKey(continent=Oceania, weekYear=2020-W12),(83.0,68.7143847143134,39.0,233.0))
(ContinentWeekKey(continent=Oceania, weekYear=2020-W13),(187.0,21.694853460363973,149.0,212.0))
(ContinentWeekKey(continent=Oceania, weekYear=2020-W14),(91.33333333333333,45.77359743588242,0.0,150.0))
(ContinentWeekKey(continent=Oceania, weekYear=2020-W15),(36.66666666666667,17.249798710580816,0.0,49.0))
(ContinentWeekKey(continent=Oceania, weekYear=2020-W16),(15.666666666666666,7.475887164001934,7.0,29.0))
(ContinentWeekKey(continent=Oceania, weekYear=2020-W17),(6.5,3.0413812651491097,2.0,12.0))
(ContinentWeekKey(continent=Oceania, weekYear=2020-W18),(5.166666666666666,4.374801582802229,0.0,12.0))
(ContinentWeekKey(continent=Oceania, weekYear=2020-W19),(3.0,2.160246899469287,0.0,7.0))
(ContinentWeekKey(continent=Oceania, weekYear=2020-W20),(3.833333333333333,2.544056253745625,1.0,8.0))
